rank,gameName,tagLine,tier,leaguePoints,plays,wins,tops,winRate,top4Rate,rankDiff
IV,ミズキ,JP1,DIAMOND,55,108,16,61,14.8,56.5,262
IV,watchhhhhh,JP1,DIAMOND,55,55,9,40,16.4,72.7,-9
IV,itachi,0791,DIAMOND,55,158,27,86,17.1,54.4,-9
IV,鳥羽玉,JP1,DIAMOND,55,113,12,62,10.6,54.9,-9
IV,tochiri,2222,DIAMOND,55,275,37,146,13.5,53.1,-9
IV,츠보이,日本人,DIAMOND,55,102,22,61,21.6,59.8,-9
IV,うかんむり,jpg,DIAMOND,55,143,25,72,17.5,50.3,-9
IV,0inko0,JP1,DIAMOND,55,63,15,41,23.8,65.1,-9
IV,tantla2,2975,DIAMOND,55,213,27,114,12.7,53.5,-9
IV,Na7tuki,3882,DIAMOND,55,120,24,67,20.0,55.8,-9
IV,nnn,gggg,DIAMOND,55,312,21,160,6.7,51.3,-8
IV,Crusch3,JP1,DIAMOND,54,213,27,111,12.7,52.1,-8
IV,アキイクＳ,JP1,DIAMOND,54,236,25,129,10.6,54.7,-79
IV,Itoke,8856,DIAMOND,54,161,23,80,14.3,49.7,-9
IV,APACの龍,JPGOD,DIAMOND,54,174,15,96,8.6,55.2,-9
IV,鬱田ぺこら,鬱です,DIAMOND,54,260,35,129,13.5,49.6,64
IV,Emawort,EMA,DIAMOND,54,180,21,106,11.7,58.9,-10
IV,ゆぱもみじ,0807,DIAMOND,53,122,15,69,12.3,56.6,-9
IV,ネネンネ,JP1,DIAMOND,53,142,13,83,9.2,58.5,-9
IV,vitamin,0726,DIAMOND,53,99,18,58,18.2,58.6,309
IV,Mikoto,3198,DIAMOND,53,263,21,137,8.0,52.1,-10
IV,Nono,anAm,DIAMOND,53,134,24,79,17.9,59.0,-10
IV,vault39,JP1,DIAMOND,52,104,16,63,15.4,60.6,-10
IV,けんくろ,JP1,DIAMOND,52,104,27,64,26.0,61.5,-10
IV,観音いぶき,794,DIAMOND,52,199,22,108,11.1,54.3,170
IV,maminato,2525,DIAMOND,52,95,13,60,13.7,63.2,-11
IV,nyati39,5356,DIAMOND,52,145,24,78,16.6,53.8,-11
IV,closing528,6581,DIAMOND,52,67,18,43,26.9,64.2,-11
IV,まんじさん,8019,DIAMOND,52,81,16,46,19.8,56.8,398
IV,チョコレイト,JP1,DIAMOND,51,96,18,58,18.8,60.4,-12
IV,にゃんだ,おすし,DIAMOND,51,110,21,60,19.1,54.5,-12
IV,二十億光年の孤独,1952,DIAMOND,51,156,26,90,16.7,57.7,-12
IV,ケンタ兄貴,無双ちゅ,DIAMOND,51,133,25,78,18.8,58.6,-12
IV,ななな,2215,DIAMOND,51,284,32,144,11.3,50.7,-105
IV,torimu,JP1,DIAMOND,50,81,16,49,19.8,60.5,276
IV,AzukinTV,2878,DIAMOND,50,68,19,39,27.9,57.4,-13
IV,incphys,vwvw,DIAMOND,50,160,21,89,13.1,55.6,-13
IV,1E0,2190,DIAMOND,50,215,32,111,14.9,51.6,-13
IV,ほえええ,JP1,DIAMOND,49,111,20,63,18.0,56.8,-13
IV,monoboo218,JP1,DIAMOND,49,214,32,104,15.0,48.6,-13
IV,uuuuttttdddd,12345,DIAMOND,49,124,20,74,16.1,59.7,-13
IV,メタるスライム,TFT,DIAMOND,49,140,18,82,12.9,58.6,-13
IV,RUDK,JP1,DIAMOND,49,191,22,107,11.5,56.0,-13
IV,あずまり,7877,DIAMOND,49,216,24,110,11.1,50.9,-13
IV,tuttiii,tft,DIAMOND,49,194,22,105,11.3,54.1,-13
IV,origici,3274,DIAMOND,49,127,15,78,11.8,61.4,-13
IV,自認たぬきち,だなも,DIAMOND,49,115,21,63,18.3,54.8,-13
IV,xeltic,JP1,DIAMOND,48,188,25,97,13.3,51.6,-13
IV,ralyai,QF10,DIAMOND,48,61,13,41,21.3,67.2,-13
IV,kumaxx18,XoX,DIAMOND,48,205,33,113,16.1,55.1,-11
IV,inomosi,0909,DIAMOND,48,331,68,166,20.5,50.2,-11
IV,B5listener,JP1,DIAMOND,47,83,18,50,21.7,60.2,-10
IV,0v0,ぴこぴこ,DIAMOND,47,147,18,78,12.2,53.1,-10
IV,いしかわまさき,1111,DIAMOND,47,243,30,120,12.3,49.4,-10
IV,farand,JP1,DIAMOND,46,140,26,81,18.6,57.9,-10
IV,煌めくパンジーs,kira,DIAMOND,46,191,30,104,15.7,54.5,253
IV,orcatan,2040,DIAMOND,46,156,25,77,16.0,49.4,-10
IV,焼肉ブリンガー,0001,DIAMOND,46,159,26,82,16.4,51.6,-10
IV,RYU,5151,DIAMOND,46,159,26,85,16.4,53.5,-10
IV,acomingとマッチするために,de41o,DIAMOND,46,142,28,79,19.7,55.6,-114
IV,Ai no karesi,4461,DIAMOND,46,187,32,96,17.1,51.3,-11
IV,Ventriloquism,QUIST,DIAMOND,46,241,33,122,13.7,50.6,-11
IV,hao,7473,DIAMOND,45,132,20,71,15.2,53.8,356
IV,twilightjemut,JP1,DIAMOND,44,227,25,121,11.0,53.3,-11
IV,cooldude,7067,DIAMOND,44,127,23,78,18.1,61.4,-11
IV,100gぱんちゃー,5745,DIAMOND,44,130,16,77,12.3,59.2,-11
IV,チンマリ,2810,DIAMOND,44,220,29,110,13.2,50.0,-11
IV,飲み水盗みミミズク,Otani,DIAMOND,44,71,14,47,19.7,66.2,-11
IV,ruki4869,1179,DIAMOND,44,123,17,72,13.8,58.5,-11
IV,klusade,JP1,DIAMOND,43,362,40,181,11.0,50.0,-11
IV,まぐろばやし,JP1,DIAMOND,43,294,23,154,7.8,52.4,-154
IV,SiroKotomine,JP1,DIAMOND,43,224,29,101,12.9,45.1,-12
IV,Vua Xếp Cờ,JP199,DIAMOND,43,233,35,122,15.0,52.4,-12
IV,Sn0w,1118,DIAMOND,43,213,23,112,10.8,52.6,-12
IV,HiIr0,JP1,DIAMOND,42,132,22,65,16.7,49.2,246
IV,せいすい太郎,6262,DIAMOND,42,112,18,69,16.1,61.6,-12
IV,あきらめない心,JP1,DIAMOND,42,184,24,100,13.0,54.3,333
IV,藤原麻呂123456,8797,DIAMOND,42,136,24,77,17.6,56.6,-13
IV,misuto,093,DIAMOND,42,163,18,91,11.0,55.8,-12
IV,yoriatsu,TTV,DIAMOND,41,281,41,139,14.6,49.5,-12
IV,MaHaliN,3826,DIAMOND,41,134,22,70,16.4,52.2,-11
IV,Willow,jpn,DIAMOND,41,327,39,163,11.9,49.8,189
IV,シャドウバース,ほーちゃん,DIAMOND,40,294,38,158,12.9,53.7,-12
IV,ぼっきんぐ,4545,DIAMOND,39,127,22,77,17.3,60.6,88
IV,ブロック肉の切り分け,rmnf,DIAMOND,39,177,23,95,13.0,53.7,-12
IV,許してクレメンス,4554,DIAMOND,39,242,35,128,14.5,52.9,-12
IV,半ば過ぎニート,YMD,DIAMOND,39,203,23,110,11.3,54.2,92
IV,Knifer110,JP1,DIAMOND,38,115,19,61,16.5,53.0,-13
IV,egoistlin,5262,DIAMOND,38,154,26,79,16.9,51.3,-13
IV,もーぶど,moku3,DIAMOND,38,149,26,79,17.4,53.0,-12
IV,mikana,4976,DIAMOND,38,307,27,157,8.8,51.1,-53
IV,うにカレー,9424,DIAMOND,38,107,17,60,15.9,56.1,-13
IV,田中脊髄剣,4608,DIAMOND,38,130,24,73,18.5,56.2,-11
IV,ぷーたろうの慶応大学,ちゅうたい,DIAMOND,37,185,29,97,15.7,52.4,-11
IV,hilder113,113,DIAMOND,37,138,19,76,13.8,55.1,-11
IV,masshiro,3197,DIAMOND,37,191,27,97,14.1,50.8,-9
IV,にゃん戦士,ほんまもん,DIAMOND,37,244,24,132,9.8,54.1,-9
IV,Coseriu,SiH4,DIAMOND,36,109,20,60,18.3,55.0,-9
IV,seraph39,JP1,DIAMOND,36,78,20,47,25.6,60.3,-9
IV,masakurah,JP1,DIAMOND,36,73,21,41,28.8,56.2,-9
IV,グランドコークゼロ,0kcal,DIAMOND,35,107,20,67,18.7,62.6,-9
IV,yuji2202,evo,DIAMOND,35,77,18,49,23.4,63.6,-9
IV,Kazusa01,JP1,DIAMOND,35,188,36,98,19.1,52.1,-9
IV,zelu5toma,JP1,DIAMOND,35,160,16,86,10.0,53.8,-9
IV,BeAM,JP726,DIAMOND,35,98,16,58,16.3,59.2,-8
IV,O202,JP1,DIAMOND,35,196,18,104,9.2,53.1,-8
IV,Lepsy,UwU,DIAMOND,35,57,10,41,17.5,71.9,-8
IV,aize,ずんだもち,DIAMOND,35,117,26,69,22.2,59.0,-8
IV,ドラ4,4947,DIAMOND,35,149,21,82,14.1,55.0,-8
IV,しおんさん,SAN,DIAMOND,34,116,16,63,13.8,54.3,-8
IV,boddy,3522,DIAMOND,34,117,21,66,17.9,56.4,-8
IV,620,2020,DIAMOND,34,99,15,66,15.2,66.7,-8
IV,Pop Virus,zzZ,DIAMOND,33,152,19,91,12.5,59.9,-8
IV,mumi,JP1,DIAMOND,33,153,22,87,14.4,56.9,-8
IV,nana,3242a,DIAMOND,33,229,30,121,13.1,52.8,-8
IV,KAZU,12660,DIAMOND,33,80,15,50,18.8,62.5,-8
IV,carrot5055,JP1,DIAMOND,33,65,12,43,18.5,66.2,-8
IV,ハッサム高橋,8779,DIAMOND,33,147,14,83,9.5,56.5,-8
IV,washi5551,5551,DIAMOND,33,107,16,62,15.0,57.9,112
IV,すいみんく,TFT,DIAMOND,32,261,34,140,13.0,53.6,-182
IV,Hot Chocolate,8349,DIAMOND,32,100,12,58,12.0,58.0,-9
IV,Ac4 cross,1031,DIAMOND,32,158,23,86,14.6,54.4,-9
IV,HIDEMARU,3721,DIAMOND,32,96,17,54,17.7,56.2,-9
IV,橘シェリー,667,DIAMOND,32,141,15,80,10.6,56.7,-9
IV,soluchi,5210,DIAMOND,32,111,23,61,20.7,55.0,-9
IV,ぐるぐるばにら,2565,DIAMOND,31,184,28,100,15.2,54.3,-9
IV,Pocoloco,7777,DIAMOND,31,147,22,81,15.0,55.1,-9
IV,しゅーえんの終電,JP1,DIAMOND,31,94,26,56,27.7,59.6,-9
IV,yumeoti,capri,DIAMOND,31,213,35,104,16.4,48.8,-9
IV,xenopi,9396,DIAMOND,31,65,18,43,27.7,66.2,-9
IV,Ketone,25s,DIAMOND,31,139,5,84,3.6,60.4,-8
IV,黒井御米,JP1,DIAMOND,30,161,35,84,21.7,52.2,-6
IV,nonono,1412,DIAMOND,30,123,20,69,16.3,56.1,-6
IV,ohta,JP1,DIAMOND,30,134,18,72,13.4,53.7,-6
IV,くじらいぬ,JP1,DIAMOND,30,166,24,88,14.5,53.0,-6
IV,Huy Mập TFT,Yuh,DIAMOND,30,157,25,88,15.9,56.1,-6
IV,TeT053,9584,DIAMOND,30,230,27,121,11.7,52.6,40
IV,sparkle,0v0,DIAMOND,29,106,18,59,17.0,55.7,165
IV,かのうた,TFT,DIAMOND,29,168,25,89,14.9,53.0,-154
IV,そんなんしらん,0326,DIAMOND,29,168,18,91,10.7,54.2,-8
IV,Puru zZ,JP1,DIAMOND,28,321,54,171,16.8,53.3,-8
IV,隆Dq貢,MCDN2,DIAMOND,28,140,26,76,18.6,54.3,-8
IV,いまふ,imafu,DIAMOND,28,259,44,140,17.0,54.1,-8
IV,sangouo,JP1,DIAMOND,28,124,25,68,20.2,54.8,-7
IV,GervontaDavis,t1t,DIAMOND,28,373,40,191,10.7,51.2,-7
IV,Hunya,vain,DIAMOND,28,87,11,50,12.6,57.5,-7
IV,ztmy nachao,猫リセット,DIAMOND,28,61,12,39,19.7,63.9,-7
IV,3分間待ってやる,バルス,DIAMOND,28,145,25,73,17.2,50.3,-7
IV,小樂睡不醒,66666,DIAMOND,28,114,12,65,10.5,57.0,-7
IV,小瀬川,JP1,DIAMOND,27,211,26,117,12.3,55.5,-7
IV,Watagyu,JP1,DIAMOND,27,148,16,79,10.8,53.4,-7
IV,AMY,1246,DIAMOND,27,118,20,70,16.9,59.3,284
IV,tokkun0702,9837,DIAMOND,27,70,10,50,14.3,71.4,-8
IV,ほげぞう,0515,DIAMOND,27,254,31,125,12.2,49.2,-234
IV,ZERRY,AFK,DIAMOND,27,133,22,78,16.5,58.6,-9
IV,Happy,thv,DIAMOND,27,134,18,80,13.4,59.7,-9
IV,Ugum,5396,DIAMOND,27,201,32,105,15.9,52.2,94
IV,たらばがに大佐,JP1,DIAMOND,26,100,15,58,15.0,58.0,-9
IV,爱莉希雅,Ato,DIAMOND,26,84,25,56,29.8,66.7,-9
IV,法蓮草,6285,DIAMOND,26,97,18,51,18.6,52.6,-9
IV,もちWO,0141,DIAMOND,26,114,20,62,17.5,54.4,-9
IV,lindwurm,220,DIAMOND,25,122,24,61,19.7,50.0,-9
IV,Radical Heights,UNC,DIAMOND,25,208,30,113,14.4,54.3,45
IV,토깽이,베이비,DIAMOND,25,85,15,50,17.6,58.8,-10
IV,nokonoko086,9828,DIAMOND,25,104,9,65,8.7,62.5,-10
IV,Souma,JP1,DIAMOND,24,135,18,78,13.3,57.8,-10
IV,sinragaisen,JP1,DIAMOND,24,169,20,83,11.8,49.1,-10
IV,AliciaRhyme,JP1,DIAMOND,24,134,18,78,13.4,58.2,-10
IV,ochi3,JP1,DIAMOND,24,88,19,50,21.6,56.8,-10
IV,てんちゃにーる,ぺたに,DIAMOND,23,104,17,62,16.3,59.6,-9
IV,5xp,997,DIAMOND,23,190,38,91,20.0,47.9,-9
IV,ふぁむ,健康ランド,DIAMOND,23,180,23,100,12.8,55.6,-9
IV,オクタン牛タンハイオク満タン,おりがみ,DIAMOND,23,50,14,37,28.0,74.0,-8
IV,omikazz,1217,DIAMOND,22,180,25,99,13.9,55.0,-8
IV,墨水 普羅成群,36605,DIAMOND,22,52,17,35,32.7,67.3,-8
IV,rinona,JP1,DIAMOND,21,105,21,55,20.0,52.4,168
IV,ミュート安定,8707,DIAMOND,21,201,24,108,11.9,53.7,-9
IV,PoleMos600,9181,DIAMOND,21,128,14,72,10.9,56.2,-9
IV,Tree of Savior,JP1,DIAMOND,20,221,32,107,14.5,48.4,-8
IV,Kanibaby,JP1,DIAMOND,20,166,26,91,15.7,54.8,-7
IV,破 壊,KNG,DIAMOND,20,92,13,56,14.1,60.9,274
IV,こあてりー,12345,DIAMOND,20,146,9,84,6.2,57.5,-8
IV,syamii4,JP1,DIAMOND,20,227,33,112,14.5,49.3,-8
IV,large,1841,DIAMOND,20,67,10,44,14.9,65.7,-8
IV,ElenorRosevelt,1225,DIAMOND,20,210,38,108,18.1,51.4,-7
IV,毎日眠い,3658,DIAMOND,20,94,15,57,16.0,60.6,-6
IV,Think7G,15871,DIAMOND,20,115,17,65,14.8,56.5,62
IV,rainjim,JP1,DIAMOND,20,89,19,49,21.3,55.1,-7
IV,メガらんぺるーじ,1205,DIAMOND,20,154,32,82,20.8,53.2,-7
IV,アサマノイタズラ,JP1,DIAMOND,19,92,17,47,18.5,51.1,-229
IV,Yup0,JP1,DIAMOND,19,96,25,49,26.0,51.0,-8
IV,そよかぜ,0210,DIAMOND,19,87,18,51,20.7,58.6,-8
IV,イカシアの顎,1129,DIAMOND,19,220,31,111,14.1,50.5,77
IV,flat,9168,DIAMOND,19,147,15,82,10.2,55.8,-9
IV,mlh00,mlh,DIAMOND,19,127,28,64,22.0,50.4,-8
IV,YUU Ds,8922,DIAMOND,19,161,16,90,9.9,55.9,237
IV,momo9555,JP1,DIAMOND,19,201,28,105,13.9,52.2,-9
IV,mone,qqq,DIAMOND,19,285,28,156,9.8,54.7,-8
IV,AChtholly,00980,DIAMOND,19,78,12,48,15.4,61.5,-8
IV,OoおさかなoO,おさかな,DIAMOND,18,111,14,63,12.6,56.8,-8
IV,みょんちー,JP2,DIAMOND,18,107,12,58,11.2,54.2,-8
IV,マスコットファミリア,120,DIAMOND,18,92,15,57,16.3,62.0,-8
IV,ひないちご,JP1,DIAMOND,18,64,13,39,20.3,60.9,-7
IV,Ryona,JP1,DIAMOND,17,210,39,112,18.6,53.3,-7
IV,羊乃ちゃぷVT,さくちゃぷ,DIAMOND,17,185,16,99,8.6,53.5,-7
IV,コケガリオ,JP1,DIAMOND,17,222,39,107,17.6,48.2,-7
IV,pandaq0357,1202,DIAMOND,17,102,12,62,11.8,60.8,-7
IV,ayataka,2467,DIAMOND,17,112,13,65,11.6,58.0,-7
IV,yqmqmo,2586,DIAMOND,17,105,23,61,21.9,58.1,164
IV,笑い方交換センター,car,DIAMOND,17,142,14,78,9.9,54.9,-7
IV,ぽんぽん,6891,DIAMOND,17,116,24,64,20.7,55.2,-7
IV,やこび,JP1,DIAMOND,16,147,18,87,12.2,59.2,-7
IV,coffee,9648,DIAMOND,16,70,16,48,22.9,68.6,-7
IV,ドカ食い気絶,OWO,DIAMOND,16,159,24,96,15.1,60.4,-7
IV,mathtoo,2886,DIAMOND,16,255,21,133,8.2,52.2,-134
IV,qwee,5545,DIAMOND,15,53,12,37,22.6,69.8,-7
IV,chocottochoco,JP1,DIAMOND,15,241,24,126,10.0,52.3,-7
IV,えるみあ,VRC,DIAMOND,15,106,14,61,13.2,57.5,-7
IV,SANA3754,SANA,DIAMOND,15,89,18,55,20.2,61.8,-7
IV,ゼロツー,JP2,DIAMOND,15,63,12,40,19.0,63.5,-7
IV,Ruka,2178,DIAMOND,15,50,11,35,22.0,70.0,-7
IV,tsunakan,jp31,DIAMOND,15,435,52,204,12.0,46.9,-7
IV,70億の絶唱を凌駕する右打ち,PIAKD,DIAMOND,14,99,17,62,17.2,62.6,-7
IV,reitnorf,build,DIAMOND,14,87,13,49,14.9,56.3,-7
IV,calculatormaster,1172,DIAMOND,14,93,18,53,19.4,57.0,-7
IV,吸う彩度,bito,DIAMOND,14,145,17,83,11.7,57.2,-7
IV,Gorgonn,JP1,DIAMOND,13,191,38,105,19.9,55.0,-6
IV,Dannii,4569,DIAMOND,13,97,15,57,15.5,58.8,-6
IV,LohacoTFT,JP1,DIAMOND,12,93,22,55,23.7,59.1,-6
IV,Bethly,826,DIAMOND,12,143,19,77,13.3,53.8,-6
IV,araiguma4946,ova,DIAMOND,12,139,15,78,10.8,56.1,-6
IV,Mito,JP122,DIAMOND,12,156,21,82,13.5,52.6,-6
IV,すかぴっぴ,JP1,DIAMOND,12,132,21,72,15.9,54.5,-6
IV,osoma007,2124,DIAMOND,12,85,17,52,20.0,61.2,-6
IV,twitch zeami gg,0624,DIAMOND,12,86,16,46,18.6,53.5,-6
IV,poko,8018,DIAMOND,12,157,20,84,12.7,53.5,-6
IV,高橋是清,1230,DIAMOND,11,139,19,83,13.7,59.7,-196
IV,イグナイト松沢,JP1,DIAMOND,11,119,26,64,21.8,53.8,210
IV,arue123645,JP1,DIAMOND,11,78,8,48,10.3,61.5,-7
IV,sakubou,9944,DIAMOND,11,146,11,87,7.5,59.6,-70
IV,どーんだyo,gu45,DIAMOND,11,228,24,125,10.5,54.8,-7
IV,z0usann,JP1,DIAMOND,10,131,19,70,14.5,53.4,-7
IV,nentou,JP1,DIAMOND,10,124,22,64,17.7,51.6,-7
IV,まちちゃんねる,TFT,DIAMOND,10,175,23,89,13.1,50.9,-7
IV,bezyi,JP1,DIAMOND,10,149,17,77,11.4,51.7,-7
IV,Aqaba,Japan,DIAMOND,10,108,16,63,14.8,58.3,-7
IV,まんもすたなか,mnnk,DIAMOND,10,139,24,75,17.3,54.0,-7
IV,antler,JP2,DIAMOND,10,278,39,137,14.0,49.3,-7
IV,KeiNe,JP1,DIAMOND,10,156,22,84,14.1,53.8,-7
IV,How It Is Done,Zoey,DIAMOND,10,161,23,87,14.3,54.0,-7
IV,ロケットパンチャーカリナ,krn,DIAMOND,10,277,35,142,12.6,51.3,-7
IV,mitora,3352,DIAMOND,10,225,35,118,15.6,52.4,139
IV,Hachiware,1919,DIAMOND,10,75,15,44,20.0,58.7,-7
IV,無敵の人,JP1,DIAMOND,9,249,32,124,12.9,49.8,-4
IV,三代目Vサンダー,JP1,DIAMOND,8,210,23,108,11.0,51.4,-3
IV,bears0303,JP1,DIAMOND,8,83,16,47,19.3,56.6,-3
IV,ひろし,JP123,DIAMOND,8,149,36,82,24.2,55.0,-135
IV,m1ro,3636,DIAMOND,8,322,36,161,11.2,50.0,-4
IV,poison,77777,DIAMOND,7,279,39,144,14.0,51.6,-4
IV,melo,7783,DIAMOND,7,92,19,51,20.7,55.4,-4
IV,地獄ノ炎暗黒剣士,二刀流,DIAMOND,7,188,29,105,15.4,55.9,-4
IV,ノチェ,noche,DIAMOND,6,109,17,63,15.6,57.8,-4
IV,神殺槍,TFT,DIAMOND,6,86,16,54,18.6,62.8,-4
IV,kuma2548,3588,DIAMOND,5,95,14,58,14.7,61.1,-4
IV,RyuKirino,krn,DIAMOND,5,177,23,93,13.0,52.5,-4
IV,さきてん,syaki,DIAMOND,5,222,28,111,12.6,50.0,-4
IV,ごっさんだよ,116,DIAMOND,4,279,41,136,14.7,48.7,-3
IV,ittandorio,6533,DIAMOND,4,171,24,99,14.0,57.9,-3
IV,oya,9878,DIAMOND,4,132,23,70,17.4,53.0,-3
IV,初心者未満,USG薪,DIAMOND,4,195,21,100,10.8,51.3,-3
IV,tenpuraaaa,TFT,DIAMOND,3,74,13,45,17.6,60.8,-3
IV,但我想試試,JP1,DIAMOND,3,149,29,76,19.5,51.0,-3
IV,Aichan91,JP1,DIAMOND,2,52,15,33,28.8,63.5,-1
IV,rnary,0000,DIAMOND,2,114,16,63,14.0,55.3,-1
IV,ikapo123,JP1,DIAMOND,2,112,22,68,19.6,60.7,-1
IV,ふらぽ,9862,DIAMOND,2,125,18,70,14.4,56.0,-1
IV,OMOCHI,8471,DIAMOND,2,81,13,51,16.0,63.0,-1
IV,Γιούπιον,252,DIAMOND,2,279,40,136,14.3,48.7,-1
IV,エイムタイジャイヨーン,0716,DIAMOND,1,78,7,53,9.0,67.9,-1
IV,MadPony,JP1,DIAMOND,1,153,24,87,15.7,56.9,-1
IV,eqs,sqe,DIAMOND,1,140,16,76,11.4,54.3,-1
IV,Beyan,JP1,DIAMOND,1,163,22,87,13.5,53.4,-1
IV,Naruuu,1228,DIAMOND,1,160,24,83,15.0,51.9,-1
IV,nanahoshi101064,JP1,DIAMOND,1,147,25,79,17.0,53.7,-1
IV,Natsy,rein,DIAMOND,1,81,17,47,21.0,58.0,-1
IV,あけの,7777,DIAMOND,1,234,32,126,13.7,53.8,-1
IV,holou,1978,DIAMOND,1,143,22,77,15.4,53.8,-54
IV,utona0417,1035,DIAMOND,1,163,10,85,6.1,52.1,-2
IV,hinekura,JP1,DIAMOND,0,145,18,76,12.4,52.4,-2
IV,acaria,8100,DIAMOND,0,96,16,57,16.7,59.4,-2
IV,hamach,9223,DIAMOND,0,94,18,55,19.1,58.5,-2
IV,tokkyi,JP1,DIAMOND,0,213,27,111,12.7,52.1,-2
IV,フグの中のフグ,JP1,DIAMOND,0,281,58,136,20.6,48.4,-2
IV,hinekure,JP1,DIAMOND,0,192,21,108,10.9,56.2,-2
IV,soflan,JP1,DIAMOND,0,174,14,93,8.0,53.4,-2
IV,dendenmushi,JP1,DIAMOND,0,176,20,98,11.4,55.7,-2
IV,うちは一族,JP1,DIAMOND,0,130,19,73,14.6,56.2,-2
IV,つっきー Stark,JP1,DIAMOND,0,223,32,114,14.3,51.1,-2
IV,あるたす,JP1,DIAMOND,0,150,24,76,16.0,50.7,-2
IV,E s p é r e R s,JP1,DIAMOND,0,135,26,75,19.3,55.6,-2
IV,teenimog,000,DIAMOND,0,241,26,126,10.8,52.3,-2
IV,あるるん,JP1,DIAMOND,0,235,36,120,15.3,51.1,-2
IV,にわかの人,JP1,DIAMOND,0,101,17,52,16.8,51.5,-2
IV,超人的煙男,2222,DIAMOND,0,210,25,100,11.9,47.6,-2
IV,sawawan,JP1,DIAMOND,0,133,16,75,12.0,56.4,-1
IV,追い剥ぎ,JP1,DIAMOND,0,143,18,81,12.6,56.6,-1
IV,りんごかも,JP1,DIAMOND,0,366,36,188,9.8,51.4,-1
IV,TAX33,JP1,DIAMOND,0,107,14,57,13.1,53.3,-1
IV,无 无,无 无,DIAMOND,0,172,17,96,9.9,55.8,-1
IV,Futureboy,8684,DIAMOND,0,120,23,63,19.2,52.5,-174
IV,むんちゃ,JP1,DIAMOND,0,154,23,81,14.9,52.6,-1
IV,pizza,0123,DIAMOND,0,120,15,65,12.5,54.2,
IV,けちゃっぷらいす,JP1,DIAMOND,0,145,23,81,15.9,55.9,
IV, Pilum Murialis,JP1,DIAMOND,0,167,23,92,13.8,55.1,
IV,rrrukasky,JP1,DIAMOND,0,308,28,150,9.1,48.7,
IV,mmmmzh,JP1,DIAMOND,0,101,24,55,23.8,54.5,-168
IV,Yun,AK47,DIAMOND,0,222,23,112,10.4,50.5,-1
IV,ゆたんぽ,JP1,DIAMOND,0,175,21,97,12.0,55.4,-1
IV,higekaijin,3367,DIAMOND,0,170,19,92,11.2,54.1,-1
IV,kiritori,8079,DIAMOND,0,97,12,55,12.4,56.7,-1
IV,Noraheart,9992,DIAMOND,0,94,13,52,13.8,55.3,-1
IV,るかわっち,8688,DIAMOND,0,185,30,99,16.2,53.5,
IV,Greer,2465,DIAMOND,0,346,37,175,10.7,50.6,
IV,宇智波带土,2433,DIAMOND,0,133,36,80,27.1,60.2,
IV,oKasTa,JPN,DIAMOND,0,90,17,59,18.9,65.6,
IV,うさぎ隊長,SKMT,DIAMOND,0,143,19,78,13.3,54.5,
IV,Speed of Light,0524,DIAMOND,0,88,13,53,14.8,60.2,
IV,NOW EMPiRE,ADHD,DIAMOND,0,206,31,100,15.0,48.5,
IV,high spec dryer,fdr,DIAMOND,0,114,20,62,17.5,54.4,1
IV,tetu,8023,DIAMOND,0,113,25,60,22.1,53.1,1
IV,Witchcraft,xdd,DIAMOND,0,189,23,104,12.2,55.0,1
IV,tak,4276,DIAMOND,0,98,22,52,22.4,53.1,1
IV,gasya,9044,DIAMOND,0,131,18,67,13.7,51.1,1
IV,Mermaid Wakana,ngt,DIAMOND,0,85,4,60,4.7,70.6,1
IV,meLIE,River,DIAMOND,0,189,37,95,19.6,50.3,1
IV,ZONBee,0066,DIAMOND,0,85,12,52,14.1,61.2,1
IV,Novan,6897,DIAMOND,0,67,17,39,25.4,58.2,1
IV,ぺろぺれ,4635,DIAMOND,0,182,27,90,14.8,49.5,1
IV,あらむぼっと,JP1,DIAMOND,0,87,23,58,26.4,66.7,1
IV,本当にごめんなさい,9809,DIAMOND,0,283,36,135,12.7,47.7,1
IV,TITANIUM,5684,DIAMOND,0,125,17,67,13.6,53.6,1
IV,Rarakko,0214,DIAMOND,0,134,24,77,17.9,57.5,1
IV,ポポナ,PSO2,DIAMOND,0,169,29,86,17.2,50.9,2
IV,神ゴッドdeuS,0000,DIAMOND,0,111,18,65,16.2,58.6,2
IV,kawaiikuma3,2385,DIAMOND,0,139,22,76,15.8,54.7,2
IV,NaToS,3703,DIAMOND,0,83,19,48,22.9,57.8,2
IV,上路正义天使,Dami,DIAMOND,0,295,38,150,12.9,50.8,2
IV,Merry309,8823,DIAMOND,0,245,23,125,9.4,51.0,2
IV,Jia37,0429,DIAMOND,0,86,18,46,20.9,53.5,2
IV,べんす,TFT,DIAMOND,0,71,16,40,22.5,56.3,2
IV,nxyANDhzy丶丶,JP1,DIAMOND,0,161,21,89,13.0,55.3,2
IV,おきんたまデカお,2424,DIAMOND,0,111,23,62,20.7,55.9,2
IV,Nine,7923,DIAMOND,0,84,13,53,15.5,63.1,2
IV,owata,4767,DIAMOND,0,134,27,78,20.1,58.2,2
IV,V3171,3171,DIAMOND,0,219,35,109,16.0,49.8,2
IV,chronocross,1462,DIAMOND,0,373,57,174,15.3,46.6,2
IV,ミトコンドリア4G,細胞の力,DIAMOND,0,172,34,89,19.8,51.7,2
IV,akusyounin,JP1,DIAMOND,0,141,30,70,21.3,49.6,2
