rank,gameName,tagLine,tier,leaguePoints,plays,wins,tops,winRate,top4Rate
1813,Greed,JP87,EMERALD,45,112,15,62,13.4,55.4
1814,Heヘ33,Heヘ,EMERALD,45,167,29,87,17.4,52.1
1815,ましゅたん,JP1,EMERALD,44,98,21,56,21.4,57.1
1816,toma,JP1,EMERALD,44,128,22,74,17.2,57.8
1817,vKaitov,JP1,EMERALD,44,141,22,80,15.6,56.7
1818,santooooo,JP1,EMERALD,44,84,18,47,21.4,56.0
1819,koben,8764,EMERALD,44,45,10,31,22.2,68.9
1820,sunakkusando,4370,EMERALD,44,114,14,68,12.3,59.6
1821,riku,0203,EMERALD,44,158,13,86,8.2,54.4
1822,kamisama,0155,EMERALD,44,106,18,57,17.0,53.8
1823,ミ ド,3690,EMERALD,44,290,34,144,11.7,49.7
1824,kaitaka,1001,EMERALD,44,139,30,73,21.6,52.5
1825,Plala,001,EMERALD,43,119,15,66,12.6,55.5
1826,ImberLord,JP1,EMERALD,43,159,17,87,10.7,54.7
1827,いんでっくすc,JP1,EMERALD,43,137,18,74,13.1,54.0
1828,zekterra,JP1,EMERALD,43,83,12,48,14.5,57.8
1829,Evil Shadow,777,EMERALD,42,181,31,100,17.1,55.2
1830,ラッコ飼いたい,JP1,EMERALD,42,328,47,159,14.3,48.5
1831,Chise,2772,EMERALD,42,113,12,64,10.6,56.6
1832,rrsk,JP1,EMERALD,42,160,27,84,16.9,52.5
1833,naok1ng,TFT,EMERALD,42,264,34,140,12.9,53.0
1834,akatsuki0637,JP1,EMERALD,42,112,15,61,13.4,54.5
1835,甲賀弦之介,111,EMERALD,42,119,12,64,10.1,53.8
1836,攻略はぴょんるる,1217,EMERALD,42,97,11,55,11.3,56.7
1837,Jus0316,2737,EMERALD,42,92,11,54,12.0,58.7
1838,warningGAM,JP1,EMERALD,42,86,16,49,18.6,57.0
1839,Hamal,2525,EMERALD,41,189,19,109,10.1,57.7
1840,Nyaungry,8659,EMERALD,41,121,21,66,17.4,54.5
1841,kanayoi25,3729,EMERALD,41,70,13,42,18.6,60.0
1842,MiniVooV,おーらい,EMERALD,41,56,10,34,17.9,60.7
1843,ぎんぞー,gin,EMERALD,41,265,26,135,9.8,50.9
1844,辺 見,7六歩,EMERALD,40,50,8,33,16.0,66.0
1845,hugesnowman,JP1,EMERALD,40,85,12,48,14.1,56.5
1846,ぷろもさぷれいやー,本物です,EMERALD,40,129,25,70,19.4,54.3
1847,静岡県代表,una,EMERALD,40,59,16,38,27.1,64.4
1848,Hyz,0301,EMERALD,40,104,17,56,16.3,53.8
1849,Chan,JP1,EMERALD,39,92,19,49,20.7,53.3
1850,kuhaku21,JP1,EMERALD,39,108,21,57,19.4,52.8
1851,kangaskan,0511,EMERALD,39,105,14,59,13.3,56.2
1852,urushi,9049,EMERALD,39,175,25,91,14.3,52.0
1853,eponine,TFT,EMERALD,39,74,12,43,16.2,58.1
1854,babuchan,0000,EMERALD,39,327,33,164,10.1,50.2
1855,元社畜,White,EMERALD,39,134,19,70,14.2,52.2
1856,九條八七,ISTP,EMERALD,39,141,19,75,13.5,53.2
1857,べにぴ,JP1,EMERALD,39,191,35,100,18.3,52.4
1858,おしゃれスクインク,84997,EMERALD,39,48,18,28,37.5,58.3
1859,cheezm,JP1,EMERALD,38,112,17,58,15.2,51.8
1860,しゅーくりーむ,JP1,EMERALD,38,173,22,98,12.7,56.6
1861,Reglet,JP1,EMERALD,38,169,20,93,11.8,55.0
1862,Queen,210,EMERALD,38,61,7,40,11.5,65.6
1863,fuscarpocho,JP1,EMERALD,38,181,27,89,14.9,49.2
1864,じこさいせい,ノーマル,EMERALD,38,188,25,98,13.3,52.1
1865,hijiriB,6004,EMERALD,38,84,7,51,8.3,60.7
1866,turbopotato,9999,EMERALD,37,62,13,37,21.0,59.7
1867,BURIN,JP1,EMERALD,37,60,7,40,11.7,66.7
1868,しろぶらん,JP1,EMERALD,37,114,18,63,15.8,55.3
1869,Akihiko3321,8826,EMERALD,37,102,19,61,18.6,59.8
1870,kuromame,4760,EMERALD,37,113,16,63,14.2,55.8
1871,アンタのスティックビースト,8192,EMERALD,37,161,25,85,15.5,52.8
1872,yukinon,01030,EMERALD,37,207,35,109,16.9,52.7
1873,登山マナーの一礼を忘れるな,ずみです,EMERALD,37,148,24,77,16.2,52.0
1874,shalangaJP,00001,EMERALD,37,69,15,42,21.7,60.9
1875,soiru3639,JP1,EMERALD,36,116,15,64,12.9,55.2
1876,mellxkit,3414,EMERALD,36,91,18,53,19.8,58.2
1877,veryinsanehuman,sheee,EMERALD,36,84,19,50,22.6,59.5
1878,紅月恭弥,0627,EMERALD,36,242,30,123,12.4,50.8
1879,anima6 otp,2157,EMERALD,36,79,16,41,20.3,51.9
1880,Arumik,JP1,EMERALD,35,108,17,61,15.7,56.5
1881,れもにー,JP1,EMERALD,35,129,17,75,13.2,58.1
1882,naopon,JP1,EMERALD,35,99,11,56,11.1,56.6
1883,けいそう,DDROP,EMERALD,35,99,15,55,15.2,55.6
1884,Maccho,7776,EMERALD,35,118,13,66,11.0,55.9
1885,Petrichor,4656,EMERALD,35,118,11,70,9.3,59.3
1886,Saki,LIVE,EMERALD,35,88,17,52,19.3,59.1
1887,珠乃井Na,20764,EMERALD,35,258,40,131,15.5,50.8
1888,Shikozaru0815,JP1,EMERALD,34,80,14,45,17.5,56.2
1889,KobaKeba,KPA,EMERALD,34,65,11,38,16.9,58.5
1890,8ri7n,0430,EMERALD,34,114,19,59,16.7,51.8
1891,kpkp7979,JP1,EMERALD,34,155,17,89,11.0,57.4
1892,Qoolox,JP1,EMERALD,33,184,20,98,10.9,53.3
1893,JPvivit,JP1,EMERALD,33,176,21,101,11.9,57.4
1894,Lynx999,JP1,EMERALD,33,61,10,38,16.4,62.3
1895,LuckyStar,JP1,EMERALD,33,116,13,65,11.2,56.0
1896,Я Я Я,JP1,EMERALD,33,244,40,115,16.4,47.1
1897,ntn,8th,EMERALD,33,108,14,63,13.0,58.3
1898,BIG REITA STAR,3501,EMERALD,33,201,18,109,9.0,54.2
1899,yugutii,yug,EMERALD,33,146,25,80,17.1,54.8
1900,custard,6160,EMERALD,33,177,21,94,11.9,53.1
1901,mizuki,78934,EMERALD,33,250,23,130,9.2,52.0
1902,Hellscythe,JP1,EMERALD,32,100,19,54,19.0,54.0
1903,HaRu,abc,EMERALD,32,76,11,49,14.5,64.5
1904,pppaseri,3639,EMERALD,32,179,23,99,12.8,55.3
1905,DORAMAT,1081,EMERALD,32,136,13,70,9.6,51.5
1906,ほのせふぁいや,kiki,EMERALD,32,148,31,81,20.9,54.7
1907,紫炎流我,がるが,EMERALD,31,345,30,178,8.7,51.6
1908,TFMT1OTTO,JP1,EMERALD,31,219,36,119,16.4,54.3
1909,tyoten,1129,EMERALD,31,118,17,66,14.4,55.9
1910,yuyuyu,JP1,EMERALD,31,59,12,38,20.3,64.4
1911,Sectumsempra,123,EMERALD,31,82,10,50,12.2,61.0
1912,ぢゅふお,JP1,EMERALD,31,129,14,70,10.9,54.3
1913,etymo,JP1,EMERALD,31,177,11,97,6.2,54.8
1914,rizel,9130,EMERALD,31,331,39,177,11.8,53.5
1915,talk box,0202,EMERALD,31,55,14,35,25.5,63.6
1916,yzyzy,917,EMERALD,31,120,17,63,14.2,52.5
1917,九連宝燈,1199,EMERALD,30,191,25,101,13.1,52.9
1918,九条昴,JP1,EMERALD,30,128,13,68,10.2,53.1
1919,Stark,らいふる,EMERALD,30,129,29,68,22.5,52.7
1920,India,JP1,EMERALD,29,70,13,41,18.6,58.6
1921,morato,JP1,EMERALD,29,54,16,31,29.6,57.4
1922,skinni,7457,EMERALD,29,70,12,43,17.1,61.4
1923,kanenene,Teemo,EMERALD,29,115,14,61,12.2,53.0
1924,だいこん,2206,EMERALD,29,79,10,49,12.7,62.0
1925,mikologic,6526,EMERALD,29,69,10,43,14.5,62.3
1926,tojikoOo,JP1,EMERALD,28,95,16,53,16.8,55.8
1927,HAUHAU,はうはう,EMERALD,28,93,17,52,18.3,55.9
1928,내 최애 가시춘,yadon,EMERALD,28,75,13,47,17.3,62.7
1929,namine,Emem,EMERALD,28,224,37,116,16.5,51.8
1930,すばらしいYMSK,4649,EMERALD,28,100,15,56,15.0,56.0
1931,Yozzzz,JP1,EMERALD,28,92,8,55,8.7,59.8
1932,Roy,2000,EMERALD,28,144,20,76,13.9,52.8
1933,sizyukumo,6352,EMERALD,28,58,12,38,20.7,65.5
1934,しゅりー,8161,EMERALD,28,107,16,59,15.0,55.1
1935,Kuina,7313,EMERALD,28,104,17,57,16.3,54.8
1936,ヤコタ,13531,EMERALD,28,109,17,60,15.6,55.0
1937,AlvarAalto,JP1,EMERALD,27,93,20,50,21.5,53.8
1938,bigsosou,7705,EMERALD,27,59,11,40,18.6,67.8
1939,RyoRyoRyo,Ryo,EMERALD,27,179,16,100,8.9,55.9
1940,39wata3510,JP1,EMERALD,27,85,11,52,12.9,61.2
1941,SaStar,JP1,EMERALD,26,89,18,49,20.2,55.1
1942,octoo,1412,EMERALD,26,146,15,81,10.3,55.5
1943,りるら,JP1,EMERALD,26,77,16,43,20.8,55.8
1944,ポメラニアン帝国,JP1,EMERALD,26,60,10,37,16.7,61.7
1945,みにしげさん,0713,EMERALD,26,114,18,62,15.8,54.4
1946,seaweed,neotp,EMERALD,26,147,15,79,10.2,53.7
1947,kzy,1392,EMERALD,26,158,22,78,13.9,49.4
1948,バイキンマン,9125,EMERALD,26,123,21,68,17.1,55.3
1949,ないとめあ,0116,EMERALD,26,260,40,130,15.4,50.0
1950,Haru,04032,EMERALD,26,264,12,145,4.5,54.9
1951,cyc,cycyc,EMERALD,26,117,25,64,21.4,54.7
1952,毒人参,2675,EMERALD,25,160,25,83,15.6,51.9
1953,ﾁｿﾀﾏの妖精,超でかい,EMERALD,25,99,20,59,20.2,59.6
1954,よーぐると53,JP1,EMERALD,25,63,10,36,15.9,57.1
1955,Lelouch,冥府一千,EMERALD,25,143,32,77,22.4,53.8
1956,Alu9,4066,EMERALD,25,87,15,49,17.2,56.3
1957,mob9ta,kyuta,EMERALD,25,94,17,51,18.1,54.3
1958,SH1N0N,963,EMERALD,25,123,20,70,16.3,56.9
1959,フウライ,JP1,EMERALD,24,137,15,75,10.9,54.7
1960,vongole1014,JP1,EMERALD,24,101,17,55,16.8,54.5
1961,Blade,7552,EMERALD,24,86,9,52,10.5,60.5
1962,かにかぴ,JP1,EMERALD,24,77,10,48,13.0,62.3
1963,チヲハウハネ,1231,EMERALD,24,67,8,44,11.9,65.7
1964,yuuu,5116,EMERALD,24,97,17,56,17.5,57.7
1965,fiうおw,faaaa,EMERALD,24,233,29,123,12.4,52.8
1966,AlexPereira,7197,EMERALD,24,144,14,74,9.7,51.4
1967,ハリソン田中,5852,EMERALD,24,80,8,47,10.0,58.8
1968,Merry Christmas,OwO,EMERALD,24,140,24,80,17.1,57.1
1969,toguri,JP1,EMERALD,23,112,7,67,6.2,59.8
1970,bad guy,JP1,EMERALD,23,158,25,85,15.8,53.8
1971,anivian,JP1,EMERALD,23,92,11,54,12.0,58.7
1972,corgi07,o3o,EMERALD,23,111,13,62,11.7,55.9
1973,Addfa,JP1,EMERALD,23,54,16,33,29.6,61.1
1974,Rama,Lee,EMERALD,23,70,10,41,14.3,58.6
1975,qwaszx210JP,210,EMERALD,23,234,33,125,14.1,53.4
1976,mibuchi,1234,EMERALD,23,151,23,79,15.2,52.3
1977,ENAPAPA,JP1,EMERALD,22,71,13,44,18.3,62.0
1978,枯れる,JP1,EMERALD,22,127,22,65,17.3,51.2
1979,zakino,6918,EMERALD,22,70,11,45,15.7,64.3
1980,syamo,2349,EMERALD,22,89,9,50,10.1,56.2
1981,藪睨 空腹,全死大戦,EMERALD,22,94,15,56,16.0,59.6
1982,村瀬 aka ジョン太,インセイン,EMERALD,22,122,21,67,17.2,54.9
1983,ジェット,てんぷら,EMERALD,22,72,14,41,19.4,56.9
1984,彗星虫,JP9,EMERALD,22,56,13,36,23.2,64.3
1985,kanmi,310,EMERALD,22,124,19,68,15.3,54.8
1986,とくもり,JP1,EMERALD,22,86,17,47,19.8,54.7
1987,Canas22,JP1,EMERALD,21,66,15,41,22.7,62.1
1988,saki,pai,EMERALD,21,154,25,74,16.2,48.1
1989,かのえん,JP1,EMERALD,21,107,13,64,12.1,59.8
1990,gumin1,JP1,EMERALD,21,191,22,101,11.5,52.9
1991,Ru4ly,5391,EMERALD,21,96,14,55,14.6,57.3
1992,ゴリ一郎,2687,EMERALD,21,141,25,72,17.7,51.1
1993,ロッキー松尾,rooki,EMERALD,21,84,13,49,15.5,58.3
1994,Defectus,Def,EMERALD,21,95,13,52,13.7,54.7
1995,makinyan,drz,EMERALD,21,92,18,57,19.6,62.0
1996,じょん どぅー,JP1,EMERALD,21,77,5,47,6.5,61.0
1997,ゴリラマン1,golli,EMERALD,21,139,14,71,10.1,51.1
1998,ましそん,7337,EMERALD,21,203,27,112,13.3,55.2
1999,Shida,64702,EMERALD,21,110,14,60,12.7,54.5
2000,Notenoten,JP1,EMERALD,20,162,34,83,21.0,51.2
